"show_1","show_2","distance"
"Death Note","Assassination Classroom","0.57978079334"
"Assassination Classroom","Attack on Titan","0.468873799880035"
"Attack on Titan","Assassination Classroom","0.468873799880035"
"Assassination Classroom","Soul Eater","0.620400000507271"
"Soul Eater","Assassination Classroom","0.620400000507271"
"Assassination Classroom","Terror in Resonance","0.519285679619938"
"Terror in Resonance","Assassination Classroom","0.519285679619938"
"Assassination Classroom","Elfen Lied","0.644838798332708"
"Elfen Lied","Assassination Classroom","0.644838798332708"
"Assassination Classroom","One Punch Man","0.412432632654501"
"One Punch Man","Assassination Classroom","0.412432632654501"
"Assassination Classroom","Cowboy Bebop","0.715775759643608"
"Cowboy Bebop","Assassination Classroom","0.715775759643608"
"Assassination Classroom","Puella Magi Madoka Magica","0.612427059323107"
"Puella Magi Madoka Magica","Assassination Classroom","0.612427059323107"
"Assassination Classroom","The Future Diary","0.505587790805814"
"The Future Diary","Assassination Classroom","0.505587790805814"
"Assassination Classroom","Attack on Titan Season 2","0.489522304818405"
"Attack on Titan Season 2","Assassination Classroom","0.489522304818405"
"Assassination Classroom","Parasyte -the maxim-","0.458291063704542"
"Parasyte -the maxim-","Assassination Classroom","0.458291063704542"
"Assassination Classroom","Fate/stay night","0.662210072303874"
"Fate/stay night","Assassination Classroom","0.662210072303874"
"Assassination Classroom","KonoSuba: God&#039;s Blessing on This Wonderful World!","0.46273115376052"
"KonoSuba: God&#039;s Blessing on This Wonderful World!","Assassination Classroom","0.46273115376052"
"Assassination Classroom","Durarara!!","0.583699346628411"
"Durarara!!","Assassination Classroom","0.583699346628411"
"Assassination Classroom","ERASED","0.452369888256605"
"ERASED","Assassination Classroom","0.452369888256605"
"Assassination Classroom","Fullmetal Alchemist","0.683670876999595"
"Fullmetal Alchemist","Assassination Classroom","0.683670876999595"
"Assassination Classroom","Re:ZERO -Starting Life in Another World-","0.449283521258717"
"Re:ZERO -Starting Life in Another World-","Assassination Classroom","0.449283521258717"
"Assassination Classroom","BTOOOM!","0.551598862679325"
"BTOOOM!","Assassination Classroom","0.551598862679325"
"Assassination Classroom","Gurren Lagann","0.635271597695354"
"Gurren Lagann","Assassination Classroom","0.635271597695354"
"Assassination Classroom","Guilty Crown","0.562943438520537"
"Guilty Crown","Assassination Classroom","0.562943438520537"
"Assassination Classroom","Seraph of the End: Vampire Reign","0.450059202674696"
"Seraph of the End: Vampire Reign","Assassination Classroom","0.450059202674696"
"Assassination Classroom","5 Centimeters Per Second","0.674864087125843"
"5 Centimeters Per Second","Assassination Classroom","0.674864087125843"
"Assassination Classroom","Magi: The Labyrinth of Magic","0.53764478179837"
"Magi: The Labyrinth of Magic","Assassination Classroom","0.53764478179837"
"Assassination Classroom","Bakemonogatari","0.594100460895985"
"Bakemonogatari","Assassination Classroom","0.594100460895985"
"Assassination Classroom","Your Lie in April","0.486941819383398"
"Your Lie in April","Assassination Classroom","0.486941819383398"
"Assassination Classroom","My Hero Academia","0.408174093861964"
"My Hero Academia","Assassination Classroom","0.408174093861964"
"Assassination Classroom","Deadman Wonderland","0.569016070868353"
"Deadman Wonderland","Assassination Classroom","0.569016070868353"
"Assassination Classroom","Love, Chunibyo & Other Delusions!","0.54793509867011"
"Love, Chunibyo & Other Delusions!","Assassination Classroom","0.54793509867011"
"Assassination Classroom","Hyouka","0.590305172406775"
"Hyouka","Assassination Classroom","0.590305172406775"
"Assassination Classroom","Tokyo Ghoul √A","0.446387634980331"
"Tokyo Ghoul √A","Assassination Classroom","0.446387634980331"
"Assassination Classroom","Death Parade","0.437303755159183"
"Death Parade","Assassination Classroom","0.437303755159183"
"Assassination Classroom","Black Lagoon","0.697494604153993"
"Black Lagoon","Assassination Classroom","0.697494604153993"
"Assassination Classroom","The Familiar of Zero","0.657875565229916"
"The Familiar of Zero","Assassination Classroom","0.657875565229916"
"Assassination Classroom","Clannad","0.63368698901109"
"Clannad","Assassination Classroom","0.63368698901109"
"Assassination Classroom","Overlord","0.462227568355791"
"Overlord","Assassination Classroom","0.462227568355791"
"Assassination Classroom","Angel Beats!","0.531962068300126"
"Angel Beats!","Assassination Classroom","0.531962068300126"
"Assassination Classroom","Another","0.540573477087647"
"Another","Assassination Classroom","0.540573477087647"
"Assassination Classroom","Black Butler","0.67693934077553"
"Black Butler","Assassination Classroom","0.67693934077553"
"Assassination Classroom","Code Geass: Lelouch of the Rebellion","0.598829018018227"
"Code Geass: Lelouch of the Rebellion","Assassination Classroom","0.598829018018227"
"Your Name.","Tokyo Ghoul","0.426636772943341"
"Tokyo Ghoul","Your Name.","0.426636772943341"
"Your Name.","KILL la KILL","0.541275810354382"
"KILL la KILL","Your Name.","0.541275810354382"
"Your Name.","Beyond the Boundary","0.528229044786685"
"Beyond the Boundary","Your Name.","0.528229044786685"
"Your Name.","My Teen Romantic Comedy SNAFU","0.496061274244502"
"My Teen Romantic Comedy SNAFU","Your Name.","0.496061274244502"
"Your Name.","Princess Mononoke","0.605754641724629"
"Princess Mononoke","Your Name.","0.605754641724629"
"Your Name.","Howl&#039;s Moving Castle","0.601842038190493"
"Howl&#039;s Moving Castle","Your Name.","0.601842038190493"
"Your Name.","Fullmetal Alchemist: Brotherhood","0.512229361377421"
"Fullmetal Alchemist: Brotherhood","Your Name.","0.512229361377421"
"Your Name.","Is It Wrong to Try to Pick Up Girls in a Dungeon?","0.494137645026783"
"Is It Wrong to Try to Pick Up Girls in a Dungeon?","Your Name.","0.494137645026783"
"Your Name.","Clannad ~After Story~","0.564028280038566"
"Clannad ~After Story~","Your Name.","0.564028280038566"
"Your Name.","Steins;Gate","0.459448779594163"
"Steins;Gate","Your Name.","0.459448779594163"
"Your Name.","Psycho-Pass","0.523484735901982"
"Psycho-Pass","Your Name.","0.523484735901982"
"Your Name.","The Pet Girl of Sakurasou","0.522647697744273"
"The Pet Girl of Sakurasou","Your Name.","0.522647697744273"
"Your Name.","Charlotte","0.452218638390268"
"Charlotte","Your Name.","0.452218638390268"
"Your Name.","When They Cry","0.682398893294563"
"When They Cry","Your Name.","0.682398893294563"
"Your Name.","Kuroko&#039;s Basketball","0.592155631709039"
"Kuroko&#039;s Basketball","Your Name.","0.592155631709039"
"Your Name.","Fate/Zero Season 2","0.538553093793203"
"Fate/Zero Season 2","Your Name.","0.538553093793203"
"Your Name.","Log Horizon","0.574664135474437"
"Log Horizon","Your Name.","0.574664135474437"
"Your Name.","Dragon Ball","0.7012421632653"
"Dragon Ball","Your Name.","0.7012421632653"
"Your Name.","My Hero Academia 2","0.444922867162979"
"My Hero Academia 2","Your Name.","0.444922867162979"
"Your Name.","Naruto","0.596525425423136"
"Naruto","Your Name.","0.596525425423136"
"Your Name.","High School of the Dead","0.555133276788801"
"High School of the Dead","Your Name.","0.555133276788801"
"Your Name.","anohana: The Flower We Saw That Day","0.469640554444585"
"anohana: The Flower We Saw That Day","Your Name.","0.469640554444585"
"Your Name.","Neon Genesis Evangelion","0.632573856247917"
"Neon Genesis Evangelion","Your Name.","0.632573856247917"
"Your Name.","Sword Art Online II","0.452319851685034"
"Sword Art Online II","Your Name.","0.452319851685034"
"Your Name.","Mob Psycho 100","0.498962641357702"
"Mob Psycho 100","Your Name.","0.498962641357702"
"Your Name.","The Melancholy of Haruhi Suzumiya","0.617872187504569"
"The Melancholy of Haruhi Suzumiya","Your Name.","0.617872187504569"
"Your Name.","Blue Exorcist","0.540680990708843"
"Blue Exorcist","Your Name.","0.540680990708843"
"Your Name.","Akame ga Kill!","0.490931238207896"
"Akame ga Kill!","Your Name.","0.490931238207896"
"Your Name.","Spice and Wolf","0.644668470765318"
"Spice and Wolf","Your Name.","0.644668470765318"
"Your Name.","Haikyu!!","0.530543883301102"
"Haikyu!!","Your Name.","0.530543883301102"
"Your Name.","High School DxD","0.579342831824257"
"High School DxD","Your Name.","0.579342831824257"
"Your Name.","K-ON!","0.61238946778573"
"K-ON!","Your Name.","0.61238946778573"
"Your Name.","Sword Art Online","0.430441441118996"
"Sword Art Online","Your Name.","0.430441441118996"
"Your Name.","Noragami: Stray God","0.432586425504374"
"Noragami: Stray God","Your Name.","0.432586425504374"
"Your Name.","Fate/Zero","0.528710260011971"
"Fate/Zero","Your Name.","0.528710260011971"
"Your Name.","Samurai Champloo","0.693741714856843"
"Samurai Champloo","Your Name.","0.693741714856843"
"Your Name.","No Game, No Life","0.415104764674778"
"No Game, No Life","Your Name.","0.415104764674778"
"Your Name.","Gintama","0.724635612468354"
"Gintama","Your Name.","0.724635612468354"
"Your Name.","A Silent Voice","0.289806094774452"
"A Silent Voice","Your Name.","0.289806094774452"
"Your Name.","Noragami Aragoto","0.461491714839891"
"Noragami Aragoto","Your Name.","0.461491714839891"
"Your Name.","Nisekoi: False Love","0.508068828424285"
"Nisekoi: False Love","Your Name.","0.508068828424285"
"Your Name.","Spirited Away","0.531380683075541"
"Spirited Away","Your Name.","0.531380683075541"
"Your Name.","Baccano!","0.645695744828731"
"Baccano!","Your Name.","0.645695744828731"
"Your Name.","Food Wars! Shokugeki no Soma","0.465677886173825"
"Food Wars! Shokugeki no Soma","Your Name.","0.465677886173825"
"Your Name.","Code Geass: Lelouch of the Rebellion R2","0.564946753743776"
"Code Geass: Lelouch of the Rebellion R2","Your Name.","0.564946753743776"
"Your Name.","Black Bullet","0.573197750467411"
"Black Bullet","Your Name.","0.573197750467411"
"Your Name.","Death Note","0.519950343272874"
"Death Note","Your Name.","0.519950343272874"
"Your Name.","Attack on Titan","0.407895272045635"
"Attack on Titan","Your Name.","0.407895272045635"
"Your Name.","Soul Eater","0.650506739067634"
"Soul Eater","Your Name.","0.650506739067634"
"Your Name.","Terror in Resonance","0.496330130329186"
"Terror in Resonance","Your Name.","0.496330130329186"
"Your Name.","Elfen Lied","0.594814604067714"
"Elfen Lied","Your Name.","0.594814604067714"
"Your Name.","One Punch Man","0.375913059047158"
"One Punch Man","Your Name.","0.375913059047158"
"Your Name.","Cowboy Bebop","0.669998648067728"
"Cowboy Bebop","Your Name.","0.669998648067728"
"Your Name.","Puella Magi Madoka Magica","0.538447074140007"
"Puella Magi Madoka Magica","Your Name.","0.538447074140007"
"Your Name.","The Future Diary","0.476928131475175"
"The Future Diary","Your Name.","0.476928131475175"
"Your Name.","Attack on Titan Season 2","0.415077703421298"
"Attack on Titan Season 2","Your Name.","0.415077703421298"
"Your Name.","Parasyte -the maxim-","0.46615348313523"
"Parasyte -the maxim-","Your Name.","0.46615348313523"
"Your Name.","Fate/stay night","0.65004150230325"
"Fate/stay night","Your Name.","0.65004150230325"
"Your Name.","KonoSuba: God&#039;s Blessing on This Wonderful World!","0.436299748250428"
"KonoSuba: God&#039;s Blessing on This Wonderful World!","Your Name.","0.436299748250428"
"Your Name.","Durarara!!","0.572362053913271"
"Durarara!!","Your Name.","0.572362053913271"
"Your Name.","ERASED","0.356777144447607"
"ERASED","Your Name.","0.356777144447607"
"Your Name.","Fullmetal Alchemist","0.664122159533942"
"Fullmetal Alchemist","Your Name.","0.664122159533942"
"Your Name.","Re:ZERO -Starting Life in Another World-","0.386589249995977"
"Re:ZERO -Starting Life in Another World-","Your Name.","0.386589249995977"
"Your Name.","BTOOOM!","0.572415606311012"
"BTOOOM!","Your Name.","0.572415606311012"
"Your Name.","Gurren Lagann","0.598913090917923"
"Gurren Lagann","Your Name.","0.598913090917923"
"Your Name.","Guilty Crown","0.556737980216308"
"Guilty Crown","Your Name.","0.556737980216308"
"Your Name.","Seraph of the End: Vampire Reign","0.53182614867263"
"Seraph of the End: Vampire Reign","Your Name.","0.53182614867263"
"Your Name.","5 Centimeters Per Second","0.520410849128123"
"5 Centimeters Per Second","Your Name.","0.520410849128123"
"Your Name.","Magi: The Labyrinth of Magic","0.593159866426565"
"Magi: The Labyrinth of Magic","Your Name.","0.593159866426565"
"Your Name.","Bakemonogatari","0.539650399783549"
"Bakemonogatari","Your Name.","0.539650399783549"
"Your Name.","Your Lie in April","0.398532252247845"
"Your Lie in April","Your Name.","0.398532252247845"
"Your Name.","My Hero Academia","0.390690885145724"
"My Hero Academia","Your Name.","0.390690885145724"
"Your Name.","Deadman Wonderland","0.586037628150919"
"Deadman Wonderland","Your Name.","0.586037628150919"
"Your Name.","Love, Chunibyo & Other Delusions!","0.514580668394821"
"Love, Chunibyo & Other Delusions!","Your Name.","0.514580668394821"
"Your Name.","Hyouka","0.545807192366683"
"Hyouka","Your Name.","0.545807192366683"
"Your Name.","Tokyo Ghoul √A","0.476667756917629"
"Tokyo Ghoul √A","Your Name.","0.476667756917629"
"Your Name.","Death Parade","0.457824889716773"
"Death Parade","Your Name.","0.457824889716773"
"Your Name.","Black Lagoon","0.692700994831201"
"Black Lagoon","Your Name.","0.692700994831201"
"Your Name.","The Familiar of Zero","0.65298364920108"
"The Familiar of Zero","Your Name.","0.65298364920108"
"Your Name.","Clannad","0.559328638154221"
"Clannad","Your Name.","0.559328638154221"
"Your Name.","Overlord","0.532914187942935"
"Overlord","Your Name.","0.532914187942935"
"Your Name.","Angel Beats!","0.476188003822136"
"Angel Beats!","Your Name.","0.476188003822136"
"Your Name.","Another","0.500726642853389"
"Another","Your Name.","0.500726642853389"
"Your Name.","Black Butler","0.695966624770847"
"Black Butler","Your Name.","0.695966624770847"
"Your Name.","Code Geass: Lelouch of the Rebellion","0.553479279758481"
"Code Geass: Lelouch of the Rebellion","Your Name.","0.553479279758481"
"Tokyo Ghoul","KILL la KILL","0.461640642189763"
"KILL la KILL","Tokyo Ghoul","0.461640642189763"
"Tokyo Ghoul","Beyond the Boundary","0.45030334559855"
"Beyond the Boundary","Tokyo Ghoul","0.45030334559855"
"Tokyo Ghoul","My Teen Romantic Comedy SNAFU","0.451563968226648"
"My Teen Romantic Comedy SNAFU","Tokyo Ghoul","0.451563968226648"
"Tokyo Ghoul","Princess Mononoke","0.611772557034827"
"Princess Mononoke","Tokyo Ghoul","0.611772557034827"
"Tokyo Ghoul","Howl&#039;s Moving Castle","0.605730655089185"
"Howl&#039;s Moving Castle","Tokyo Ghoul","0.605730655089185"
"Tokyo Ghoul","Fullmetal Alchemist: Brotherhood","0.429819321350371"
"Fullmetal Alchemist: Brotherhood","Tokyo Ghoul","0.429819321350371"
"Tokyo Ghoul","Is It Wrong to Try to Pick Up Girls in a Dungeon?","0.414928724041863"
"Is It Wrong to Try to Pick Up Girls in a Dungeon?","Tokyo Ghoul","0.414928724041863"
"Tokyo Ghoul","Clannad ~After Story~","0.54894090920737"
"Clannad ~After Story~","Tokyo Ghoul","0.54894090920737"
"Tokyo Ghoul","Steins;Gate","0.40986206518668"
"Steins;Gate","Tokyo Ghoul","0.40986206518668"
"Tokyo Ghoul","Psycho-Pass","0.407026194978877"
"Psycho-Pass","Tokyo Ghoul","0.407026194978877"
"Tokyo Ghoul","The Pet Girl of Sakurasou","0.486329285492615"
"The Pet Girl of Sakurasou","Tokyo Ghoul","0.486329285492615"
"Tokyo Ghoul","Charlotte","0.42359707394504"
"Charlotte","Tokyo Ghoul","0.42359707394504"
"Tokyo Ghoul","When They Cry","0.625192444901401"
"When They Cry","Tokyo Ghoul","0.625192444901401"
"Tokyo Ghoul","Kuroko&#039;s Basketball","0.479253218505208"
"Kuroko&#039;s Basketball","Tokyo Ghoul","0.479253218505208"
"Tokyo Ghoul","Fate/Zero Season 2","0.481360839665887"
"Fate/Zero Season 2","Tokyo Ghoul","0.481360839665887"
"Tokyo Ghoul","Log Horizon","0.464621293443967"
"Log Horizon","Tokyo Ghoul","0.464621293443967"
"Tokyo Ghoul","Dragon Ball","0.632870061181308"
"Dragon Ball","Tokyo Ghoul","0.632870061181308"
"Tokyo Ghoul","My Hero Academia 2","0.455771338649517"
"My Hero Academia 2","Tokyo Ghoul","0.455771338649517"
"Tokyo Ghoul","Naruto","0.485039543713666"
"Naruto","Tokyo Ghoul","0.485039543713666"
"Tokyo Ghoul","High School of the Dead","0.433157106051591"
"High School of the Dead","Tokyo Ghoul","0.433157106051591"
"Tokyo Ghoul","anohana: The Flower We Saw That Day","0.465361792711625"
"anohana: The Flower We Saw That Day","Tokyo Ghoul","0.465361792711625"
"Tokyo Ghoul","Neon Genesis Evangelion","0.607939661567742"
"Neon Genesis Evangelion","Tokyo Ghoul","0.607939661567742"
"Tokyo Ghoul","Sword Art Online II","0.351099831632844"
"Sword Art Online II","Tokyo Ghoul","0.351099831632844"
"Tokyo Ghoul","Mob Psycho 100","0.488277441450511"
"Mob Psycho 100","Tokyo Ghoul","0.488277441450511"
"Tokyo Ghoul","The Melancholy of Haruhi Suzumiya","0.618059829613647"
"The Melancholy of Haruhi Suzumiya","Tokyo Ghoul","0.618059829613647"
"Tokyo Ghoul","Blue Exorcist","0.379597686580399"
"Blue Exorcist","Tokyo Ghoul","0.379597686580399"
"Tokyo Ghoul","Akame ga Kill!","0.316814068665174"
"Akame ga Kill!","Tokyo Ghoul","0.316814068665174"
"Tokyo Ghoul","Spice and Wolf","0.623855922502966"
"Spice and Wolf","Tokyo Ghoul","0.623855922502966"
"Tokyo Ghoul","Haikyu!!","0.462107541881956"
"Haikyu!!","Tokyo Ghoul","0.462107541881956"
"Tokyo Ghoul","High School DxD","0.458221124176493"
"High School DxD","Tokyo Ghoul","0.458221124176493"
"Tokyo Ghoul","K-ON!","0.612225183705046"
"K-ON!","Tokyo Ghoul","0.612225183705046"
"Tokyo Ghoul","Sword Art Online","0.315306577127281"
"Sword Art Online","Tokyo Ghoul","0.315306577127281"
"Tokyo Ghoul","Noragami: Stray God","0.302547805559116"
"Noragami: Stray God","Tokyo Ghoul","0.302547805559116"
"Tokyo Ghoul","Fate/Zero","0.461827238390142"
"Fate/Zero","Tokyo Ghoul","0.461827238390142"
"Tokyo Ghoul","Samurai Champloo","0.644168864581169"
"Samurai Champloo","Tokyo Ghoul","0.644168864581169"
"Tokyo Ghoul","No Game, No Life","0.310117956012518"
"No Game, No Life","Tokyo Ghoul","0.310117956012518"
"Tokyo Ghoul","Gintama","0.674290323216172"
"Gintama","Tokyo Ghoul","0.674290323216172"
"Tokyo Ghoul","A Silent Voice","0.491740718515618"
"A Silent Voice","Tokyo Ghoul","0.491740718515618"
"Tokyo Ghoul","Noragami Aragoto","0.397643430206151"
"Noragami Aragoto","Tokyo Ghoul","0.397643430206151"
"Tokyo Ghoul","Nisekoi: False Love","0.447218844034917"
"Nisekoi: False Love","Tokyo Ghoul","0.447218844034917"
"Tokyo Ghoul","Spirited Away","0.530782831016274"
"Spirited Away","Tokyo Ghoul","0.530782831016274"
"Tokyo Ghoul","Baccano!","0.614180465824158"
"Baccano!","Tokyo Ghoul","0.614180465824158"
"Tokyo Ghoul","Food Wars! Shokugeki no Soma","0.420633218029571"
"Food Wars! Shokugeki no Soma","Tokyo Ghoul","0.420633218029571"
"Tokyo Ghoul","Code Geass: Lelouch of the Rebellion R2","0.487283973180809"
"Code Geass: Lelouch of the Rebellion R2","Tokyo Ghoul","0.487283973180809"
"Tokyo Ghoul","Black Bullet","0.427161042145687"
"Black Bullet","Tokyo Ghoul","0.427161042145687"
"Tokyo Ghoul","Death Note","0.416138873567055"
"Death Note","Tokyo Ghoul","0.416138873567055"
"Tokyo Ghoul","Attack on Titan","0.265749235866292"
"Attack on Titan","Tokyo Ghoul","0.265749235866292"
"Tokyo Ghoul","Soul Eater","0.536539788992793"
"Soul Eater","Tokyo Ghoul","0.536539788992793"
"Tokyo Ghoul","Terror in Resonance","0.378990143461924"
"Terror in Resonance","Tokyo Ghoul","0.378990143461924"
"Tokyo Ghoul","Elfen Lied","0.495854556774223"
"Elfen Lied","Tokyo Ghoul","0.495854556774223"
"Tokyo Ghoul","One Punch Man","0.311204577511042"
"One Punch Man","Tokyo Ghoul","0.311204577511042"
"Tokyo Ghoul","Cowboy Bebop","0.642844679331677"
"Cowboy Bebop","Tokyo Ghoul","0.642844679331677"
"Tokyo Ghoul","Puella Magi Madoka Magica","0.526607546227089"
"Puella Magi Madoka Magica","Tokyo Ghoul","0.526607546227089"
"Tokyo Ghoul","The Future Diary","0.343730950122073"
"The Future Diary","Tokyo Ghoul","0.343730950122073"
"Tokyo Ghoul","Attack on Titan Season 2","0.412689721177001"
"Attack on Titan Season 2","Tokyo Ghoul","0.412689721177001"
"Tokyo Ghoul","Parasyte -the maxim-","0.318776631376682"
"Parasyte -the maxim-","Tokyo Ghoul","0.318776631376682"
"Tokyo Ghoul","Fate/stay night","0.580462199403455"
"Fate/stay night","Tokyo Ghoul","0.580462199403455"
"Tokyo Ghoul","KonoSuba: God&#039;s Blessing on This Wonderful World!","0.452662777232592"
"KonoSuba: God&#039;s Blessing on This Wonderful World!","Tokyo Ghoul","0.452662777232592"
"Tokyo Ghoul","Durarara!!","0.480578668370674"
"Durarara!!","Tokyo Ghoul","0.480578668370674"
"Tokyo Ghoul","ERASED","0.36706201676886"
"ERASED","Tokyo Ghoul","0.36706201676886"
"Tokyo Ghoul","Fullmetal Alchemist","0.580799988636017"
"Fullmetal Alchemist","Tokyo Ghoul","0.580799988636017"
"Tokyo Ghoul","Re:ZERO -Starting Life in Another World-","0.40285159626065"
"Re:ZERO -Starting Life in Another World-","Tokyo Ghoul","0.40285159626065"
"Tokyo Ghoul","BTOOOM!","0.437133756692429"
"BTOOOM!","Tokyo Ghoul","0.437133756692429"
"Tokyo Ghoul","Gurren Lagann","0.558859350785901"
"Gurren Lagann","Tokyo Ghoul","0.558859350785901"
"Tokyo Ghoul","Guilty Crown","0.442868344474306"
"Guilty Crown","Tokyo Ghoul","0.442868344474306"
"Tokyo Ghoul","Seraph of the End: Vampire Reign","0.391587965762101"
"Seraph of the End: Vampire Reign","Tokyo Ghoul","0.391587965762101"
"Tokyo Ghoul","5 Centimeters Per Second","0.556674405700717"
"5 Centimeters Per Second","Tokyo Ghoul","0.556674405700717"
"Tokyo Ghoul","Magi: The Labyrinth of Magic","0.475691493021727"
"Magi: The Labyrinth of Magic","Tokyo Ghoul","0.475691493021727"
"Tokyo Ghoul","Bakemonogatari","0.495335869112833"
"Bakemonogatari","Tokyo Ghoul","0.495335869112833"
"Tokyo Ghoul","Your Lie in April","0.409799382444322"
"Your Lie in April","Tokyo Ghoul","0.409799382444322"
"Tokyo Ghoul","My Hero Academia","0.364847003533618"
"My Hero Academia","Tokyo Ghoul","0.364847003533618"
"Tokyo Ghoul","Deadman Wonderland","0.419017533540239"
"Deadman Wonderland","Tokyo Ghoul","0.419017533540239"
"Tokyo Ghoul","Love, Chunibyo & Other Delusions!","0.474198347035918"
"Love, Chunibyo & Other Delusions!","Tokyo Ghoul","0.474198347035918"
"Tokyo Ghoul","Hyouka","0.52535737060587"
"Hyouka","Tokyo Ghoul","0.52535737060587"
"Tokyo Ghoul","Tokyo Ghoul √A","0.166871811575896"
"Tokyo Ghoul √A","Tokyo Ghoul","0.166871811575896"
"Tokyo Ghoul","Death Parade","0.351175210276071"
"Death Parade","Tokyo Ghoul","0.351175210276071"
"Tokyo Ghoul","Black Lagoon","0.612728981620389"
"Black Lagoon","Tokyo Ghoul","0.612728981620389"
"Tokyo Ghoul","The Familiar of Zero","0.588516475071558"
"The Familiar of Zero","Tokyo Ghoul","0.588516475071558"
"Tokyo Ghoul","Clannad","0.530961664559754"
"Clannad","Tokyo Ghoul","0.530961664559754"
"Tokyo Ghoul","Overlord","0.446286557365245"
"Overlord","Tokyo Ghoul","0.446286557365245"
"Tokyo Ghoul","Angel Beats!","0.405007061420805"
"Angel Beats!","Tokyo Ghoul","0.405007061420805"
"Tokyo Ghoul","Another","0.378554752379401"
"Another","Tokyo Ghoul","0.378554752379401"
"Tokyo Ghoul","Black Butler","0.575929449634278"
"Black Butler","Tokyo Ghoul","0.575929449634278"
"Tokyo Ghoul","Code Geass: Lelouch of the Rebellion","0.471725912414568"
"Code Geass: Lelouch of the Rebellion","Tokyo Ghoul","0.471725912414568"
"KILL la KILL","Beyond the Boundary","0.490215579519735"
"Beyond the Boundary","KILL la KILL","0.490215579519735"
"KILL la KILL","My Teen Romantic Comedy SNAFU","0.515904146513904"
"My Teen Romantic Comedy SNAFU","KILL la KILL","0.515904146513904"
"KILL la KILL","Princess Mononoke","0.606247009459271"
"Princess Mononoke","KILL la KILL","0.606247009459271"
"KILL la KILL","Howl&#039;s Moving Castle","0.621894591294179"
"Howl&#039;s Moving Castle","KILL la KILL","0.621894591294179"
"KILL la KILL","Fullmetal Alchemist: Brotherhood","0.48726405503566"
"Fullmetal Alchemist: Brotherhood","KILL la KILL","0.48726405503566"
"KILL la KILL","Is It Wrong to Try to Pick Up Girls in a Dungeon?","0.506765309738627"
"Is It Wrong to Try to Pick Up Girls in a Dungeon?","KILL la KILL","0.506765309738627"
"KILL la KILL","Clannad ~After Story~","0.576650258242525"
"Clannad ~After Story~","KILL la KILL","0.576650258242525"
"KILL la KILL","Steins;Gate","0.445401212064199"
"Steins;Gate","KILL la KILL","0.445401212064199"
"KILL la KILL","Psycho-Pass","0.468851453661543"
"Psycho-Pass","KILL la KILL","0.468851453661543"
"KILL la KILL","The Pet Girl of Sakurasou","0.551938528994798"
"The Pet Girl of Sakurasou","KILL la KILL","0.551938528994798"
"KILL la KILL","Charlotte","0.546805204638175"
"Charlotte","KILL la KILL","0.546805204638175"
"KILL la KILL","When They Cry","0.623673673301074"
"When They Cry","KILL la KILL","0.623673673301074"
"KILL la KILL","Kuroko&#039;s Basketball","0.624779516877866"
"Kuroko&#039;s Basketball","KILL la KILL","0.624779516877866"
"KILL la KILL","Fate/Zero Season 2","0.480945834751958"
"Fate/Zero Season 2","KILL la KILL","0.480945834751958"
"KILL la KILL","Log Horizon","0.493906495627751"
"Log Horizon","KILL la KILL","0.493906495627751"
"KILL la KILL","Dragon Ball","0.6586997604866"
"Dragon Ball","KILL la KILL","0.6586997604866"
"KILL la KILL","My Hero Academia 2","0.535782684925157"
"My Hero Academia 2","KILL la KILL","0.535782684925157"
"KILL la KILL","Naruto","0.596542075398804"
"Naruto","KILL la KILL","0.596542075398804"
"KILL la KILL","High School of the Dead","0.497817916562563"
"High School of the Dead","KILL la KILL","0.497817916562563"
"KILL la KILL","anohana: The Flower We Saw That Day","0.52327160260104"
"anohana: The Flower We Saw That Day","KILL la KILL","0.52327160260104"
"KILL la KILL","Neon Genesis Evangelion","0.537649891775667"
"Neon Genesis Evangelion","KILL la KILL","0.537649891775667"
"KILL la KILL","Sword Art Online II","0.476511622075111"
"Sword Art Online II","KILL la KILL","0.476511622075111"
"KILL la KILL","Mob Psycho 100","0.520777657284188"
"Mob Psycho 100","KILL la KILL","0.520777657284188"
"KILL la KILL","The Melancholy of Haruhi Suzumiya","0.564799022749349"
"The Melancholy of Haruhi Suzumiya","KILL la KILL","0.564799022749349"
"KILL la KILL","Blue Exorcist","0.521898390969515"
"Blue Exorcist","KILL la KILL","0.521898390969515"
"KILL la KILL","Akame ga Kill!","0.457613158885491"
"Akame ga Kill!","KILL la KILL","0.457613158885491"
"KILL la KILL","Spice and Wolf","0.603109290785976"
"Spice and Wolf","KILL la KILL","0.603109290785976"
"KILL la KILL","Haikyu!!","0.599595080326846"
"Haikyu!!","KILL la KILL","0.599595080326846"
"KILL la KILL","High School DxD","0.539233175941351"
"High School DxD","KILL la KILL","0.539233175941351"
"KILL la KILL","K-ON!","0.567853200093329"
"K-ON!","KILL la KILL","0.567853200093329"
"KILL la KILL","Sword Art Online","0.428859493147566"
"Sword Art Online","KILL la KILL","0.428859493147566"
"KILL la KILL","Noragami: Stray God","0.470062750132901"
"Noragami: Stray God","KILL la KILL","0.470062750132901"
"KILL la KILL","Fate/Zero","0.471121137611091"
"Fate/Zero","KILL la KILL","0.471121137611091"
"KILL la KILL","Samurai Champloo","0.610909610278524"
"Samurai Champloo","KILL la KILL","0.610909610278524"
"KILL la KILL","No Game, No Life","0.406329343042184"
"No Game, No Life","KILL la KILL","0.406329343042184"
