"show_1","show_2","distance"
"Fullmetal Alchemist","No Game, No Life","0.582786612728568"
"No Game, No Life","Gurren Lagann","0.504530556881276"
"Gurren Lagann","No Game, No Life","0.504530556881276"
"No Game, No Life","Angel Beats!","0.35141811396121"
"Angel Beats!","No Game, No Life","0.35141811396121"
"No Game, No Life","Code Geass: Lelouch of the Rebellion","0.454031967344056"
"Code Geass: Lelouch of the Rebellion","No Game, No Life","0.454031967344056"
"Code Geass: Lelouch of the Rebellion R2","Death Note","0.321451836455453"
"Death Note","Code Geass: Lelouch of the Rebellion R2","0.321451836455453"
"Code Geass: Lelouch of the Rebellion R2","Attack on Titan","0.400338735669417"
"Attack on Titan","Code Geass: Lelouch of the Rebellion R2","0.400338735669417"
"Code Geass: Lelouch of the Rebellion R2","Soul Eater","0.457112300381393"
"Soul Eater","Code Geass: Lelouch of the Rebellion R2","0.457112300381393"
"Code Geass: Lelouch of the Rebellion R2","Elfen Lied","0.396984746885424"
"Elfen Lied","Code Geass: Lelouch of the Rebellion R2","0.396984746885424"
"Code Geass: Lelouch of the Rebellion R2","One Punch Man","0.471166764892659"
"One Punch Man","Code Geass: Lelouch of the Rebellion R2","0.471166764892659"
"Code Geass: Lelouch of the Rebellion R2","The Future Diary","0.449965921622532"
"The Future Diary","Code Geass: Lelouch of the Rebellion R2","0.449965921622532"
"Code Geass: Lelouch of the Rebellion R2","Fullmetal Alchemist","0.411405303127913"
"Fullmetal Alchemist","Code Geass: Lelouch of the Rebellion R2","0.411405303127913"
"Code Geass: Lelouch of the Rebellion R2","Gurren Lagann","0.379969912434389"
"Gurren Lagann","Code Geass: Lelouch of the Rebellion R2","0.379969912434389"
"Code Geass: Lelouch of the Rebellion R2","Angel Beats!","0.385637885215804"
"Angel Beats!","Code Geass: Lelouch of the Rebellion R2","0.385637885215804"
"Code Geass: Lelouch of the Rebellion R2","Code Geass: Lelouch of the Rebellion","0.0717320769009616"
"Code Geass: Lelouch of the Rebellion","Code Geass: Lelouch of the Rebellion R2","0.0717320769009616"
"Death Note","Attack on Titan","0.323667523665204"
"Attack on Titan","Death Note","0.323667523665204"
"Death Note","Soul Eater","0.42552489296471"
"Soul Eater","Death Note","0.42552489296471"
"Death Note","Elfen Lied","0.315276441659741"
"Elfen Lied","Death Note","0.315276441659741"
"Death Note","One Punch Man","0.425402577302292"
"One Punch Man","Death Note","0.425402577302292"
"Death Note","The Future Diary","0.392026637869189"
"The Future Diary","Death Note","0.392026637869189"
"Death Note","Fullmetal Alchemist","0.36047764023395"
"Fullmetal Alchemist","Death Note","0.36047764023395"
"Death Note","Gurren Lagann","0.419494928561143"
"Gurren Lagann","Death Note","0.419494928561143"
"Death Note","Angel Beats!","0.365823627448452"
"Angel Beats!","Death Note","0.365823627448452"
"Death Note","Code Geass: Lelouch of the Rebellion","0.290929571780109"
"Code Geass: Lelouch of the Rebellion","Death Note","0.290929571780109"
"Attack on Titan","Soul Eater","0.469644253618654"
"Soul Eater","Attack on Titan","0.469644253618654"
"Attack on Titan","Elfen Lied","0.418907701687873"
"Elfen Lied","Attack on Titan","0.418907701687873"
"Attack on Titan","One Punch Man","0.28744672361363"
"One Punch Man","Attack on Titan","0.28744672361363"
"Attack on Titan","The Future Diary","0.308696049252129"
"The Future Diary","Attack on Titan","0.308696049252129"
"Attack on Titan","Fullmetal Alchemist","0.487444744531717"
"Fullmetal Alchemist","Attack on Titan","0.487444744531717"
"Attack on Titan","Gurren Lagann","0.45728138114006"
"Gurren Lagann","Attack on Titan","0.45728138114006"
"Attack on Titan","Angel Beats!","0.327473333596687"
"Angel Beats!","Attack on Titan","0.327473333596687"
"Attack on Titan","Code Geass: Lelouch of the Rebellion","0.381033064934125"
"Code Geass: Lelouch of the Rebellion","Attack on Titan","0.381033064934125"
"Soul Eater","Elfen Lied","0.475498739937244"
"Elfen Lied","Soul Eater","0.475498739937244"
"Soul Eater","One Punch Man","0.529438524245082"
"One Punch Man","Soul Eater","0.529438524245082"
"Soul Eater","The Future Diary","0.503743148587516"
"The Future Diary","Soul Eater","0.503743148587516"
"Soul Eater","Fullmetal Alchemist","0.446705044878469"
"Fullmetal Alchemist","Soul Eater","0.446705044878469"
"Soul Eater","Gurren Lagann","0.464933057329834"
"Gurren Lagann","Soul Eater","0.464933057329834"
"Soul Eater","Angel Beats!","0.461998118209731"
"Angel Beats!","Soul Eater","0.461998118209731"
"Soul Eater","Code Geass: Lelouch of the Rebellion","0.442484626901857"
"Code Geass: Lelouch of the Rebellion","Soul Eater","0.442484626901857"
"Elfen Lied","One Punch Man","0.510271181933195"
"One Punch Man","Elfen Lied","0.510271181933195"
"Elfen Lied","The Future Diary","0.428287431133422"
"The Future Diary","Elfen Lied","0.428287431133422"
"Elfen Lied","Fullmetal Alchemist","0.418155806369668"
"Fullmetal Alchemist","Elfen Lied","0.418155806369668"
"Elfen Lied","Gurren Lagann","0.447355644664334"
"Gurren Lagann","Elfen Lied","0.447355644664334"
"Elfen Lied","Angel Beats!","0.396515753673984"
"Angel Beats!","Elfen Lied","0.396515753673984"
"Elfen Lied","Code Geass: Lelouch of the Rebellion","0.370934631472204"
"Code Geass: Lelouch of the Rebellion","Elfen Lied","0.370934631472204"
"One Punch Man","The Future Diary","0.397084880103593"
"The Future Diary","One Punch Man","0.397084880103593"
"One Punch Man","Fullmetal Alchemist","0.557842094743825"
"Fullmetal Alchemist","One Punch Man","0.557842094743825"
"One Punch Man","Gurren Lagann","0.484766588394491"
"Gurren Lagann","One Punch Man","0.484766588394491"
"One Punch Man","Angel Beats!","0.414587384245337"
"Angel Beats!","One Punch Man","0.414587384245337"
"One Punch Man","Code Geass: Lelouch of the Rebellion","0.457723532998101"
"Code Geass: Lelouch of the Rebellion","One Punch Man","0.457723532998101"
"The Future Diary","Fullmetal Alchemist","0.561901908218314"
"Fullmetal Alchemist","The Future Diary","0.561901908218314"
"The Future Diary","Gurren Lagann","0.512857527682221"
"Gurren Lagann","The Future Diary","0.512857527682221"
"The Future Diary","Angel Beats!","0.338264961349052"
"Angel Beats!","The Future Diary","0.338264961349052"
"The Future Diary","Code Geass: Lelouch of the Rebellion","0.43875179389202"
"Code Geass: Lelouch of the Rebellion","The Future Diary","0.43875179389202"
"Fullmetal Alchemist","Gurren Lagann","0.447376752483735"
"Gurren Lagann","Fullmetal Alchemist","0.447376752483735"
"Fullmetal Alchemist","Angel Beats!","0.499034116926325"
"Angel Beats!","Fullmetal Alchemist","0.499034116926325"
"Fullmetal Alchemist","Code Geass: Lelouch of the Rebellion","0.382458608752486"
"Code Geass: Lelouch of the Rebellion","Fullmetal Alchemist","0.382458608752486"
"Gurren Lagann","Angel Beats!","0.445840619958274"
"Angel Beats!","Gurren Lagann","0.445840619958274"
"Gurren Lagann","Code Geass: Lelouch of the Rebellion","0.366769217140533"
"Code Geass: Lelouch of the Rebellion","Gurren Lagann","0.366769217140533"
"Angel Beats!","Code Geass: Lelouch of the Rebellion","0.371762851771137"
"Code Geass: Lelouch of the Rebellion","Angel Beats!","0.371762851771137"
